<><><><><><><><> 
Begin: 13-Mar-2014 11:07:52 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s37 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.310 1.310 
0.350 0.876 0.876 
0.500 1.485 1.485 
0.250 1.691 1.691 
0.617 1.442 1.442 
0.468 1.252 1.252 
0.350 3.285 3.285 
0.367 1.450 1.450 
0.934 1.699 1.699 
0.750 2.472 2.472 
0.584 1.083 1.083 
0.936 1.524 1.524 
0.284 1.562 1.562 
0.802 1.451 1.451 
0.785 1.981 1.981 
0.651 1.162 1.162 
0.352 0.816 0.816 
0.684 0.732 0.732 
0.451 1.504 1.504 
0.316 1.467 1.467 
0.368 1.179 1.179 
0.919 0.876 0.876 
0.266 1.664 1.664 
0.401 2.541 2.541 
0.251 2.005 2.005 
0.551 0.747 0.747 
0.217 1.627 1.627 
0.918 1.390 1.390 
0.367 1.576 1.576 
0.283 0.995 0.995 
0.451 1.250 1.250 
0.567 2.497 2.497 
0.284 1.302 1.302 
1.002 2.180 2.180 
0.467 1.844 1.844 
0.434 3.137 3.137 
0.250 1.630 1.630 
0.434 0.982 0.982 
0.234 1.668 1.668 
0.601 1.478 1.478 
0.818 2.304 2.304 
0.701 1.730 1.730 
0.283 2.448 2.448 
0.267 1.318 1.318 
0.818 1.814 1.814 
0.934 1.488 1.488 
0.634 2.602 2.602 
0.284 0.651 0.651 
0.868 1.051 1.051 
0.467 2.281 2.281 
0.434 1.787 1.787 
0.802 1.647 1.647 
0.216 1.411 1.411 
0.250 2.886 2.886 
0.735 3.200 3.200 
0.684 2.882 2.882 
0.617 2.000 2.000 
0.785 3.997 4.386 
0.768 1.907 1.907 
0.834 1.494 1.494 
0.433 1.187 1.187 
0.750 2.282 2.282 
0.650 2.010 2.010 
0.516 1.035 1.035 
0.251 1.450 1.450 
0.834 2.272 2.272 
0.467 2.150 2.150 
0.683 1.596 1.596 
0.801 1.220 1.220 
0.284 1.858 1.858 
0.301 2.335 2.335 
0.650 1.029 1.029 
0.584 1.950 1.950 
0.918 0.960 0.960 
0.850 3.696 3.696 
0.785 1.734 1.734 
0.250 2.219 2.219 
0.267 1.809 1.809 
0.267 1.877 1.877 
0.834 1.807 1.807 
0.951 2.758 2.758 
0.751 3.007 3.007 
0.317 1.525 1.525 
0.785 1.725 1.725 
0.283 1.392 1.392 
0.300 0.806 0.806 
0.717 2.156 2.156 
0.468 3.083 3.083 
0.734 1.306 1.306 
0.801 0.982 0.982 
0.668 1.619 1.619 
0.801 1.080 1.080 
0.384 3.135 3.135 
0.784 1.590 1.590 
0.985 2.046 2.046 
0.902 1.875 1.875 
0.266 1.332 1.332 
0.500 3.017 3.017 
0.501 0.850 0.850 
0.751 2.957 2.957 
0.685 1.210 1.210 
0.834 2.600 2.600 
0.501 1.798 1.798 
0.367 1.506 1.506 
0.267 2.079 2.079 
0.818 2.470 2.470 
0.368 0.784 0.784 
0.516 2.486 2.486 
0.651 3.853 3.853 
0.384 2.511 2.511 
0.717 1.657 1.657 
