<><><><><><><><> 
Begin: 04-Mar-2014 14:55:39 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s28 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.224 3.224 
0.348 3.539 3.539 
0.484 2.082 2.082 
0.250 2.868 2.868 
0.618 3.921 3.921 
0.467 2.341 2.341 
0.350 3.991 5.992 
0.367 1.125 1.125 
0.934 3.089 3.089 
0.750 3.991 4.896 
0.583 3.002 3.002 
0.935 1.628 1.628 
0.284 3.995 4.282 
0.801 1.873 1.873 
0.801 1.647 1.647 
0.651 1.284 1.284 
0.351 1.115 1.115 
0.683 1.111 1.111 
0.450 1.174 1.174 
0.316 1.963 1.963 
0.368 2.992 2.992 
0.918 2.091 2.091 
0.266 1.412 1.412 
0.400 3.207 3.207 
0.250 2.027 2.027 
0.551 1.284 1.284 
0.217 1.455 1.455 
0.918 2.372 2.372 
0.367 1.505 1.505 
0.283 1.321 1.321 
0.451 2.003 2.003 
0.567 1.540 1.540 
0.284 2.720 2.720 
1.002 1.925 1.925 
0.468 2.255 2.255 
0.434 1.899 1.899 
0.250 0.842 0.842 
0.450 1.401 1.401 
0.234 1.326 1.326 
0.600 1.150 1.150 
0.817 1.074 1.074 
0.717 1.343 1.343 
0.283 1.750 1.750 
0.267 1.018 1.018 
0.818 2.229 2.229 
0.934 3.045 3.045 
0.634 1.482 1.482 
0.284 1.616 1.616 
0.868 1.608 1.608 
0.468 2.134 2.134 
0.434 1.068 1.068 
0.801 1.840 1.840 
0.216 1.940 1.940 
0.250 1.141 1.141 
0.735 1.327 1.327 
0.684 1.374 1.374 
0.618 1.413 1.413 
0.785 0.902 0.902 
0.767 2.392 2.392 
0.834 1.417 1.417 
0.434 1.991 1.991 
0.752 1.618 1.618 
0.651 1.634 1.634 
0.518 1.691 1.691 
0.251 1.390 1.390 
0.834 1.367 1.367 
0.467 1.282 1.282 
0.685 1.925 1.925 
0.802 1.483 1.483 
0.284 1.234 1.234 
0.301 1.661 1.661 
0.650 2.015 2.015 
0.600 1.489 1.489 
0.918 1.177 1.177 
0.850 1.070 1.070 
0.783 1.872 1.872 
0.250 1.290 1.290 
0.266 1.210 1.210 
0.267 1.654 1.654 
0.850 1.960 1.960 
0.950 0.935 0.935 
0.751 1.437 1.437 
0.316 2.025 2.025 
0.785 1.701 1.701 
0.284 2.895 2.895 
0.300 1.325 1.325 
0.717 1.801 1.801 
0.468 1.211 1.211 
0.733 0.768 0.768 
0.801 1.824 1.824 
0.667 0.807 0.807 
0.800 0.752 0.752 
0.384 3.047 3.047 
0.784 0.658 0.658 
0.984 1.777 1.777 
0.902 1.270 1.270 
0.267 1.240 1.240 
0.500 1.850 1.850 
0.501 1.130 1.130 
0.751 1.781 1.781 
0.684 0.932 0.932 
0.834 2.850 2.850 
0.501 0.980 0.980 
0.367 1.008 1.008 
0.267 1.034 1.034 
0.817 0.845 0.845 
0.368 1.077 1.077 
0.517 1.917 1.917 
0.650 1.586 1.586 
0.385 1.486 1.486 
0.718 1.550 1.550 
