<><><><><><><><> 
Begin: 04-Mar-2014 15:05:02 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s28 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.587 0.587 
0.350 0.755 0.755 
0.500 1.328 1.328 
0.251 0.980 0.980 
0.617 0.601 0.601 
0.468 0.838 0.838 
0.350 1.467 1.467 
0.368 0.933 0.933 
0.933 1.221 1.221 
0.750 1.437 1.437 
0.583 0.781 0.781 
0.935 0.995 0.995 
0.284 1.529 1.529 
0.801 1.149 1.149 
0.800 1.896 1.896 
0.651 1.057 1.057 
0.350 0.949 0.949 
0.684 0.803 0.803 
0.450 1.402 1.402 
0.317 0.872 0.872 
0.366 0.878 0.878 
0.918 1.160 1.160 
0.267 0.563 0.563 
0.401 0.801 0.801 
0.251 0.911 0.911 
0.552 0.639 0.639 
0.216 0.979 0.979 
0.919 1.060 1.060 
0.367 1.241 1.241 
0.283 1.234 1.234 
0.451 0.847 0.847 
0.567 1.122 1.122 
0.284 0.992 0.992 
1.002 0.984 0.984 
0.467 1.390 1.390 
0.450 1.182 1.182 
0.250 1.447 1.447 
0.450 1.464 1.464 
0.233 0.972 0.972 
0.602 1.741 1.741 
0.817 1.273 1.273 
0.701 2.460 2.460 
0.283 1.800 1.800 
0.267 1.835 1.835 
0.818 1.364 1.364 
0.934 1.061 1.061 
0.635 1.052 1.052 
0.283 1.326 1.326 
0.868 1.233 1.233 
0.467 0.865 0.865 
0.434 1.143 1.143 
0.802 1.300 1.300 
0.216 1.732 1.732 
0.250 1.512 1.512 
0.734 0.964 0.964 
0.683 1.185 1.185 
0.617 0.985 0.985 
0.784 0.647 0.647 
0.768 1.361 1.361 
0.834 0.949 0.949 
0.434 1.098 1.098 
0.751 1.038 1.038 
0.651 0.862 0.862 
0.517 0.610 0.610 
0.251 0.767 0.767 
0.834 0.985 0.985 
0.468 0.767 0.767 
0.684 1.064 1.064 
0.800 1.124 1.124 
0.283 1.612 1.612 
0.300 1.007 1.007 
0.650 1.016 1.016 
0.584 1.198 1.198 
0.918 0.845 0.845 
0.851 1.129 1.129 
0.783 0.919 0.919 
0.249 1.078 1.078 
0.266 1.208 1.208 
0.267 0.815 0.815 
0.835 0.878 0.878 
0.952 2.362 2.362 
0.751 0.743 0.743 
0.317 2.087 2.087 
0.785 0.922 0.922 
0.283 0.963 0.963 
0.301 0.826 0.826 
0.718 0.700 0.700 
0.468 3.389 3.389 
0.734 1.212 1.212 
0.802 1.321 1.321 
0.667 0.920 0.920 
0.801 1.192 1.192 
0.384 0.730 0.730 
0.784 0.994 0.994 
0.984 0.799 0.799 
0.901 0.612 0.612 
0.267 0.641 0.641 
0.501 1.598 1.598 
0.501 1.114 1.114 
0.751 1.269 1.269 
0.684 1.385 1.385 
0.834 0.814 0.814 
0.501 1.290 1.290 
0.367 1.251 1.251 
0.267 0.733 0.733 
0.818 1.369 1.369 
0.367 0.884 0.884 
0.518 1.582 1.582 
0.650 1.345 1.345 
0.384 1.356 1.356 
0.718 0.934 0.934 
