<><><><><><><><> 
Begin: 03-Mar-2014 13:44:30 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s25 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.308 1.308 
0.350 0.900 0.900 
0.500 1.033 1.033 
0.251 2.170 2.170 
0.618 0.753 0.753 
0.467 0.756 0.756 
0.350 0.848 0.848 
0.366 1.275 1.275 
0.934 0.931 0.931 
0.750 2.187 2.187 
0.584 2.214 2.214 
0.934 1.039 1.039 
0.283 1.928 1.928 
0.801 2.401 2.401 
0.784 1.490 1.490 
0.651 1.142 1.142 
0.351 0.674 0.674 
0.684 1.856 1.856 
0.450 1.602 1.602 
0.317 1.565 1.565 
0.368 1.406 1.406 
0.918 1.201 1.201 
0.266 1.737 1.737 
0.401 0.847 0.847 
0.250 0.945 0.945 
0.551 1.830 1.830 
0.217 1.233 1.233 
0.918 1.379 1.379 
0.367 0.945 0.945 
0.283 1.392 1.392 
0.450 0.927 0.927 
0.568 1.126 1.126 
0.284 2.241 2.241 
1.001 2.167 2.167 
0.467 1.607 1.607 
0.434 1.018 1.018 
0.250 1.168 1.168 
0.433 2.025 2.025 
0.234 1.325 1.325 
0.600 0.851 0.851 
0.818 1.740 1.740 
0.700 1.380 1.380 
0.283 1.471 1.471 
0.267 1.671 1.671 
0.834 0.916 0.916 
0.934 2.403 2.403 
0.634 0.840 0.840 
0.284 1.064 1.064 
0.867 1.028 1.028 
0.466 0.886 0.886 
0.434 0.864 0.864 
0.801 0.957 0.957 
0.216 1.652 1.652 
0.250 1.468 1.468 
0.735 1.055 1.055 
0.685 0.886 0.886 
0.617 0.913 0.913 
0.784 1.034 1.034 
0.768 0.851 0.851 
0.834 1.365 1.365 
0.434 0.800 0.800 
0.752 1.245 1.245 
0.651 0.823 0.823 
0.517 3.253 3.253 
0.250 2.746 2.746 
0.834 0.983 0.983 
0.468 1.006 1.006 
0.684 1.913 1.913 
0.800 2.044 2.044 
0.284 0.840 0.840 
0.301 1.515 1.515 
0.650 1.364 1.364 
0.599 0.910 0.910 
0.918 1.350 1.350 
0.851 0.670 0.670 
0.785 2.761 2.761 
0.250 1.256 1.256 
0.266 3.551 3.551 
0.283 2.199 2.199 
0.835 1.099 1.099 
0.952 0.907 0.907 
0.751 0.623 0.623 
0.316 1.022 1.022 
0.784 0.856 0.856 
0.300 0.742 0.742 
0.301 0.631 0.631 
0.717 1.507 1.507 
0.467 1.350 1.350 
0.734 1.080 1.080 
0.800 1.087 1.087 
0.667 0.905 0.905 
0.801 0.831 0.831 
0.383 1.124 1.124 
0.784 0.868 0.868 
0.984 0.751 0.751 
0.902 3.903 3.903 
0.268 1.928 1.928 
0.501 1.751 1.751 
0.501 1.668 1.668 
0.751 2.303 2.303 
0.685 0.751 0.751 
0.835 0.728 0.728 
0.501 0.899 0.899 
0.368 2.767 2.767 
0.267 0.896 0.896 
0.818 1.297 1.297 
0.367 1.379 1.379 
0.518 1.334 1.334 
0.651 3.987 4.929 
0.383 0.954 0.954 
0.718 0.833 0.833 
