<><><><><><><><> 
Begin: 06-Mar-2014 11:33:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s33 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.849 1.849 
0.266 0.918 0.918 
0.417 0.884 0.884 
0.851 1.050 1.050 
0.234 1.354 1.354 
0.951 0.741 0.741 
0.785 0.660 0.660 
0.601 0.624 0.624 
0.667 0.528 0.528 
0.400 1.319 1.319 
0.567 2.155 2.155 
0.967 0.845 0.845 
0.635 0.969 0.969 
0.617 0.729 0.729 
0.383 0.622 0.622 
0.600 1.293 1.293 
0.701 0.559 0.559 
0.751 0.696 0.696 
0.517 0.875 0.875 
0.501 1.857 1.857 
1.001 0.904 0.904 
0.233 1.261 1.261 
0.917 1.104 1.104 
0.935 1.186 1.186 
0.834 2.208 2.208 
0.284 1.106 1.106 
0.418 2.838 2.838 
0.468 1.221 1.221 
0.751 1.587 1.587 
0.317 1.106 1.106 
0.784 2.864 2.864 
0.284 2.323 2.323 
0.733 0.708 0.708 
0.601 0.670 0.670 
0.834 0.464 0.464 
0.784 0.613 0.613 
0.934 0.536 0.536 
0.918 1.124 1.124 
0.467 1.709 1.709 
0.767 1.764 1.764 
0.367 1.430 1.430 
0.234 2.389 2.389 
0.800 1.714 1.714 
0.601 1.463 1.463 
0.584 0.740 0.740 
0.934 1.413 1.413 
0.685 0.672 0.672 
0.700 1.129 1.129 
0.884 0.758 0.758 
0.851 0.666 0.666 
0.668 2.146 2.146 
0.350 1.407 1.407 
0.400 1.557 1.557 
0.918 0.696 0.696 
0.232 0.785 0.785 
0.601 1.031 1.031 
0.334 1.016 1.016 
0.984 1.654 1.654 
0.768 1.595 1.595 
0.601 2.386 2.386 
0.585 1.291 1.291 
0.250 0.695 0.695 
0.751 0.847 0.847 
0.234 0.876 0.876 
0.267 2.531 2.531 
0.618 1.733 1.733 
0.284 2.215 2.215 
0.851 1.358 1.358 
0.851 1.453 1.453 
0.785 1.585 1.585 
0.317 0.743 0.743 
0.734 1.068 1.068 
0.618 1.081 1.081 
0.984 1.112 1.112 
0.717 0.718 0.718 
0.851 1.866 1.866 
0.567 2.139 2.139 
0.550 1.585 1.585 
0.868 1.620 1.620 
0.267 2.219 2.219 
0.317 1.066 1.066 
0.350 0.954 0.954 
0.517 0.897 0.897 
0.868 1.623 1.623 
0.851 1.447 1.447 
0.250 2.026 2.026 
0.518 2.184 2.184 
0.617 3.300 3.300 
0.534 1.377 1.377 
0.734 1.822 1.822 
0.701 1.246 1.246 
0.434 1.374 1.374 
0.551 0.874 0.874 
0.218 3.006 3.006 
0.985 0.801 0.801 
0.335 1.968 1.968 
0.283 1.387 1.387 
0.501 0.774 0.774 
0.367 0.966 0.966 
0.600 0.832 0.832 
0.483 2.031 2.031 
0.968 1.162 1.162 
0.934 0.606 0.606 
0.250 1.431 1.431 
0.801 2.203 2.203 
0.417 2.812 2.812 
0.534 1.675 1.675 
0.635 1.579 1.579 
0.951 3.613 3.613 
0.534 0.668 0.668 
0.984 2.127 2.127 
