<><><><><><><><> 
Begin: 21-Feb-2014 15:43:17 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s18 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.187 1.187 
0.265 0.680 0.680 
0.417 1.006 1.006 
0.851 1.149 1.149 
0.233 0.755 0.755 
0.951 2.056 2.056 
0.784 1.269 1.269 
0.601 1.214 1.214 
0.667 0.526 0.526 
0.400 0.875 0.875 
0.567 0.962 0.962 
0.967 0.558 0.558 
0.633 1.805 1.805 
0.616 1.498 1.498 
0.383 0.635 0.635 
0.601 1.839 1.839 
0.701 0.897 0.897 
0.750 2.090 2.090 
0.516 1.619 1.619 
0.500 2.593 2.593 
1.001 2.244 2.244 
0.234 3.042 3.042 
0.918 1.018 1.018 
0.935 1.554 1.554 
0.834 0.908 0.908 
0.284 2.156 2.156 
0.417 1.203 1.203 
0.466 0.963 0.963 
0.751 1.029 1.029 
0.317 1.236 1.236 
0.784 1.783 1.783 
0.283 1.073 1.073 
0.733 1.796 1.796 
0.602 2.342 2.342 
0.834 1.225 1.225 
0.768 2.889 2.889 
0.918 1.848 1.848 
0.918 1.138 1.138 
0.467 1.422 1.422 
0.767 2.024 2.024 
0.367 1.903 1.903 
0.232 0.777 0.777 
0.802 0.809 0.809 
0.600 2.046 2.046 
0.584 2.134 2.134 
0.934 2.101 2.101 
0.685 1.521 1.521 
0.701 0.799 0.799 
0.884 1.947 1.947 
0.850 0.756 0.756 
0.667 1.018 1.018 
0.351 2.472 2.472 
0.400 0.678 0.678 
0.917 1.050 1.050 
0.233 1.280 1.280 
0.600 1.892 1.892 
0.335 3.588 3.588 
0.986 0.984 0.984 
0.768 1.728 1.728 
0.602 1.599 1.599 
0.585 1.247 1.247 
0.249 1.816 1.816 
0.751 0.897 0.897 
0.235 0.941 0.941 
0.266 0.602 0.602 
0.617 0.350 0.350 
0.285 2.057 2.057 
0.852 1.346 1.346 
0.851 1.302 1.302 
0.785 0.711 0.711 
0.317 1.280 1.280 
0.733 1.881 1.881 
0.618 1.848 1.848 
0.985 0.908 0.908 
0.718 1.072 1.072 
0.851 0.624 0.624 
0.566 1.192 1.192 
0.551 1.170 1.170 
0.868 1.018 1.018 
0.268 1.313 1.313 
0.317 0.471 0.471 
0.333 0.427 0.427 
0.518 0.712 0.712 
0.868 1.213 1.213 
0.851 0.712 0.712 
0.248 1.564 1.564 
0.516 0.493 0.493 
0.618 0.919 0.919 
0.534 1.269 1.269 
0.734 1.368 1.368 
0.702 0.690 0.690 
0.435 1.728 1.728 
0.551 1.105 1.105 
0.217 1.390 1.390 
0.984 1.137 1.137 
0.334 1.730 1.730 
0.285 1.062 1.062 
0.501 2.299 2.299 
0.367 0.864 0.864 
0.600 0.941 0.941 
0.466 1.071 1.071 
0.968 0.767 0.767 
0.934 0.667 0.667 
0.250 0.667 0.667 
0.800 0.766 0.766 
0.417 0.788 0.788 
0.534 1.094 1.094 
0.634 0.317 0.317 
0.951 0.821 0.821 
0.534 0.962 0.962 
0.985 1.094 1.094 
