<><><><><><><><> 
Begin: 04-Mar-2014 15:47:42 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s29 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 3.990 4.582 
0.348 1.644 1.644 
0.484 2.326 2.326 
0.250 1.419 1.419 
0.618 1.015 1.015 
0.467 1.633 1.633 
0.350 1.647 1.647 
0.367 2.073 2.073 
0.934 3.985 4.531 
0.750 2.044 2.044 
0.584 1.510 1.510 
0.934 2.199 2.199 
0.284 0.984 0.984 
0.801 2.749 2.749 
0.785 2.415 2.415 
0.652 2.312 2.312 
0.350 1.608 1.608 
0.684 1.573 1.573 
0.450 1.043 1.043 
0.316 1.378 1.378 
0.366 1.963 1.963 
0.918 1.270 1.270 
0.267 2.030 2.030 
0.402 1.644 1.644 
0.250 1.423 1.423 
0.551 2.025 2.025 
0.217 2.567 2.567 
0.918 3.615 3.615 
0.367 1.776 1.776 
0.283 2.708 2.708 
0.450 1.029 1.029 
0.568 1.335 1.335 
0.284 1.762 1.762 
1.001 2.147 2.147 
0.467 2.582 2.582 
0.434 1.047 1.047 
0.251 1.575 1.575 
0.450 3.535 3.535 
0.233 1.727 1.727 
0.600 1.858 1.858 
0.818 3.335 3.335 
0.701 3.997 5.045 
0.283 1.907 1.907 
0.267 2.844 2.844 
0.834 1.175 1.175 
0.934 0.982 0.982 
0.634 1.878 1.878 
0.283 1.596 1.596 
0.868 2.002 2.002 
0.468 2.534 2.534 
0.434 1.151 1.151 
0.800 3.991 4.398 
0.217 2.633 2.633 
0.250 1.471 1.471 
0.733 1.947 1.947 
0.684 2.288 2.288 
0.618 1.880 1.880 
0.784 1.435 1.435 
0.767 1.199 1.199 
0.834 1.601 1.601 
0.434 2.923 2.923 
0.751 1.420 1.420 
0.651 1.458 1.458 
0.518 1.790 1.790 
0.250 1.897 1.897 
0.834 1.214 1.214 
0.467 1.921 1.921 
0.684 0.957 0.957 
0.801 1.872 1.872 
0.284 2.564 2.564 
0.300 3.258 3.258 
0.650 3.386 3.386 
0.584 2.403 2.403 
0.918 1.752 1.752 
0.851 3.151 3.151 
0.783 3.261 3.261 
0.250 1.578 1.578 
0.266 2.463 2.463 
0.267 4.001 4.281 
0.834 1.498 1.498 
0.951 0.982 0.982 
0.751 3.997 4.869 
0.317 3.133 3.133 
0.784 1.229 1.229 
0.300 1.146 1.146 
0.300 1.031 1.031 
0.717 2.217 2.217 
0.468 2.206 2.206 
0.734 3.560 3.560 
0.801 1.585 1.585 
0.668 1.810 1.810 
0.800 1.649 1.649 
0.384 1.036 1.036 
0.783 1.442 1.442 
0.984 2.159 2.159 
0.901 2.134 2.134 
0.267 1.790 1.790 
0.501 1.251 1.251 
0.500 1.650 1.650 
0.751 3.990 5.070 
0.685 2.920 2.920 
0.834 3.427 3.427 
0.501 1.200 1.200 
0.368 1.520 1.520 
0.268 1.321 1.321 
0.818 1.078 1.078 
0.367 1.609 1.609 
0.518 2.281 2.281 
0.650 3.928 3.928 
0.383 2.022 2.022 
0.717 1.988 1.988 
