004,026,004,017,041,039,043,050,005,043,003,050
041,047,037,001,019,040,027,016,037,021,057,016
038,060,047,053,045,048,053,002,056,002,056,011
059,026,041,036,038,011,047,034,038,019,021,051
015,041,006,029,021,053,056,045,027,007,019,035
048,016,055,035,042,049,023,030,011,053,060,022
007,045,023,011,056,015,006,007,019,036,051,008
029,008,028,012,024,044,048,029,040,016,012,032
038,039,006,059,005,055,058,032,022,037,002,041
015,059,010,008,001,018,053,036,002,057,008,022
029,022,022,045,060,035,008,042,009,046,046,021
038,054,020,042,038,026,036,043,039,044,011,015
002,049,036,056,016,013,011,006,056,028,010,009
003,029,019,007,024,046,023,019,049,050,001,048
050,060,034,048,044,016,055,016,048,036,022,021
030,024,052,033,005,021,020,046,025,057,014,037
037,044,054,040,018,016,024,060,019,052,011,033
009,003,058,059,029,050,012,031,023,043,026,009
052,021,011,047,005,003,002,059,051,019,045,008
025,031,024,042,001,043,050,022,016,008,024,031
019,058,036,018,019,026,013,020,052,012,005,049
038,016,019,012,044,025,025,008,023,010,054,041
057,003,035,014,026,006,051,034,034,037,027,019
059,007,022,025,046,059,013,010,059,056,032,056
008,003,033,042,047,014,037,043,045,009,048,054
031,015,015,008,018,008,009,018,012,049,028,008
011,028,028,022,007,011,022,043,054,009,056,019
058,038,030,055,025,052,037,048,022,019,055,021
042,001,023,042,018,015,046,034,012,060,058,035
028,023,039,007,050,027,053,057,018,003,037,002
020,016,041,008,042,036,016,025,007,043,006,041
040,023,014,053,014,020,042,032,001,021,045,053
050,005,059,057,007,036,013,050,016,023,057,012
020,004,053,039,058,037,023,027,041,034,047,030
002,016,036,013,048,014,030,007,037,051,010,018
018,060,018,057,041,037,003,054,060,057,037,045
045,010,024,004,042,009,029,026,005,004,029,035
026,012,029,016,013,052,030,006,028,055,047,033
014,043,009,021,023,056,032,036,045,049,024,010
028,054,045,011,004,059,045,030,052,029,005,018
002,048,023,060,011,050,021,044,028,040,031,002
030,054,053,034,010,056,031,045,036,031,044,046
043,039,058,002,042,004,006,040,052,048,011,019
012,006,016,046,008,059,004,044,002,043,005,060
013,007,048,055,046,056,059,043,020,008,047,040
059,047,030,060,059,021,051,048,016,015,006,049
008,013,045,057,032,035,053,016,044,017,019,005
054,024,040,036,034,009,013,002,029,019,009,060
041,026,051,031,016,014,024,038,022,030,033,005
029,045,028,041,009,050,053,008,029,007,014,051
009,058,058,027,003,030,038,050,060,026,059,054
060,020,057,037,032,038,027,039,024,003,038,015
049,022,007,002,039,056,030,032,005,040,050,048
011,013,008,052,054,002,053,049,047,012,028,057
038,040,056,005,048,028,042,010,017,024,019,050
039,002,029,024,050,045,005,044,035,010,024,052
016,012,032,052,028,058,029,043,023,057,058,017
043,028,003,026,054,010,030,010,021,056,036,033
032,057,050,014,028,024,008,006,044,059,007,015
060,055,015,010,016,003,032,033,020,057,055,009
011,040,050,039,041,011,051,030,018,021,005,032
055,025,028,042,006,042,047,020,045,054,029,021
027,028,050,010,012,041,038,017,050,059,025,002
034,006,022,048,004,031,011,060,044,006,047,049
042,016,051,042,051,013,018,033,003,042,010,044
032,019,019,020,004,048,031,020,058,008,014,046
031,057,025,053,058,031,035,013,032,009,015,005
002,017,060,032,011,014,024,056,029,060,026,043
024,055,005,053,057,058,040,059,017,051,047,015
049,037,004,028,005,052,013,048,025,006,018,048
041,021,058,007,040,051,025,042,049,055,026,028
057,047,014,021,052,056,030,026,051,029,025,048
020,030,002,003,022,032,037,007,049,031,058,056
008,007,042,027,059,012,031,042,051,004,016,007
033,057,022,018,051,041,052,047,056,057,029,031
039,009,038,029,031,017,048,008,050,053,035,044
050,055,037,031,049,016,059,037,037,054,052,002
029,015,038,003,009,011,007,048,021,020,042,026
009,037,057,019,022,033,041,022,041,001,046,001
055,002,021,050,052,045,051,036,011,018,048,031
036,028,034,039,057,050,057,044,022,034,018,044
003,006,013,038,021,047,021,006,010,002,033,049
015,037,020,048,006,024,051,003,036,058,015,042
003,048,018,046,021,017,012,054,030,038,059,051
007,049,038,033,057,034,056,038,021,031,049,029
015,012,022,031,020,001,017,055,023,037,053,032
059,036,033,029,035,034,043,054,054,019,056,041
057,004,059,060,010,028,020,006,030,039,007,053
017,025,049,054,044,058,053,029,007,047,056,004
035,036,033,003,049,026,020,011,018,027,009,057
050,041,010,014,010,006,030,014,037,035,053,060
055,052,050,033,055,008,034,028,056,051,041,025
043,034,007,042,028,060,052,050,004,052,042,034
012,001,012,040,012,030,021,045,051,009,036,026
057,022,037,026,027,040,008,047,029,005,044,030
059,019,027,008,007,057,032,029,060,021,050,008
033,024,034,005,037,060,018,050,001,017,039,001
050,037,001,006,048,005,001,010,036,034,042,014
015,055,047,002,055,054,047,056,010,016,019,018
