018,056,028,055,030,048,045,024,015,050,018,049
009,055,005,022,047,044,016,054,045,027,037,053
050,057,040,052,025,051,047,007,029,048,010,016
006,010,033,025,038,035,002,005,032,027,013,034
051,033,009,037,044,021,047,052,046,001,042,006
041,005,044,036,025,018,041,051,031,024,013,059
018,045,056,053,050,019,028,015,060,053,014,025
026,049,020,032,040,059,012,019,034,035,017,012
010,035,015,043,038,008,003,038,027,031,050,028
021,006,042,045,025,048,059,031,019,060,032,014
019,026,024,036,032,018,011,018,050,048,027,060
029,028,025,010,027,047,029,003,003,024,042,010
027,055,022,054,011,008,027,039,049,001,046,027
051,031,006,055,033,006,023,036,053,059,053,004
016,058,035,019,029,039,048,039,054,048,022,055
057,006,017,010,024,043,002,030,023,016,016,011
013,047,040,008,011,028,031,026,043,038,038,028
053,031,047,046,017,007,017,039,053,028,024,015
009,018,005,050,020,038,038,029,022,033,027,018
017,060,024,038,002,027,024,054,057,016,041,017
042,026,026,036,038,006,016,013,050,053,045,036
057,055,010,003,034,020,040,050,039,009,021,005
043,056,032,022,041,027,033,024,060,010,002,003
003,054,043,047,021,031,059,027,053,011,014,036
015,032,037,002,035,059,011,006,037,048,012,041
016,033,018,047,057,014,032,048,007,020,044,020
047,004,027,043,026,040,014,055,024,025,018,015
005,036,014,034,010,044,045,029,038,032,019,044
048,042,054,052,043,004,033,034,013,028,004,026
002,010,013,049,009,030,060,045,022,051,002,018
025,059,035,056,029,057,037,035,014,028,041,001
003,018,020,026,024,055,046,003,003,041,022,058
019,020,051,030,015,014,048,034,033,043,057,031
033,005,036,048,021,019,033,011,027,029,055,036
040,044,008,043,020,016,046,029,041,036,006,041
057,036,012,005,060,038,058,056,035,003,011,030
053,033,031,022,034,005,009,007,021,014,008,003
051,056,026,039,048,055,003,017,016,017,052,020
047,050,013,033,020,033,005,052,027,023,024,028
032,046,051,045,003,011,032,016,043,003,007,008
023,040,039,058,044,002,015,025,017,040,056,040
032,037,044,013,025,023,051,038,013,020,037,033
017,047,011,025,042,019,005,023,038,031,017,022
056,015,051,013,048,057,022,053,042,009,056,028
038,026,032,017,014,059,059,042,030,055,005,010
046,006,021,043,018,023,044,051,010,059,040,016
015,048,031,035,034,054,030,008,017,026,032,025
037,021,021,042,055,025,052,002,022,047,017,048
023,041,031,015,051,039,001,011,059,060,042,037
053,027,018,037,007,057,003,034,054,026,011,019
014,002,049,028,045,034,054,015,020,058,024,010
020,008,011,054,022,011,033,049,051,052,050,007
039,015,026,056,025,039,010,019,003,009,037,026
011,045,012,015,038,048,022,049,036,030,014,023
018,024,047,031,001,043,014,001,043,026,042,013
027,026,053,018,021,017,009,010,038,033,041,053
055,049,019,054,004,025,049,029,041,060,037,051
028,042,034,057,041,029,046,057,058,030,021,060
009,022,043,010,052,013,030,041,022,037,028,058
018,041,017,035,007,019,013,005,025,021,008,027
009,040,025,002,042,054,012,024,043,059,021,003
