<><><><><><><><> 
Begin: 08-Mar-2014 11:44:52 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s34 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.301 1.301 
0.350 0.700 0.700 
0.485 0.770 0.770 
0.251 0.624 0.624 
0.617 0.973 0.973 
0.467 1.881 1.881 
0.350 1.202 1.202 
0.367 0.753 0.753 
0.934 1.209 1.209 
0.751 1.034 1.034 
0.584 1.575 1.575 
0.934 1.244 1.244 
0.284 1.490 1.490 
0.802 1.053 1.053 
0.800 1.653 1.653 
0.651 0.818 0.818 
0.350 1.239 1.239 
0.684 0.766 0.766 
0.451 1.043 1.043 
0.317 1.657 1.657 
0.367 2.400 2.400 
0.918 0.939 0.939 
0.267 1.369 1.369 
0.400 1.202 1.202 
0.251 1.506 1.506 
0.551 1.386 1.386 
0.217 1.609 1.609 
0.918 0.971 0.971 
0.366 1.141 1.141 
0.283 2.503 2.503 
0.451 1.450 1.450 
0.568 2.163 2.163 
0.283 1.481 1.481 
1.001 1.563 1.563 
0.467 2.396 2.396 
0.434 2.378 2.378 
0.250 0.969 0.969 
0.434 1.574 1.574 
0.235 1.500 1.500 
0.600 1.602 1.602 
0.817 1.196 1.196 
0.700 1.227 1.227 
0.268 1.099 1.099 
0.267 2.033 2.033 
0.818 1.080 1.080 
0.934 0.651 0.651 
0.634 0.818 0.818 
0.283 0.861 0.861 
0.868 0.742 0.742 
0.468 1.799 1.799 
0.435 1.330 1.330 
0.801 1.382 1.382 
0.216 1.345 1.345 
0.249 1.578 1.578 
0.735 1.427 1.427 
0.684 1.131 1.131 
0.618 1.346 1.346 
0.784 1.154 1.154 
0.767 1.244 1.244 
0.834 1.651 1.651 
0.434 1.857 1.857 
0.752 2.404 2.404 
0.650 2.142 2.142 
0.517 1.902 1.902 
0.251 1.933 1.933 
0.834 0.708 0.708 
0.468 0.980 0.980 
0.685 1.408 1.408 
0.800 1.284 1.284 
0.284 1.062 1.062 
0.300 0.930 0.930 
0.650 1.094 1.094 
0.584 1.354 1.354 
0.918 1.065 1.065 
0.850 1.345 1.345 
0.785 3.067 3.067 
0.250 1.356 1.356 
0.266 1.530 1.530 
0.267 1.930 1.930 
0.835 1.309 1.309 
0.951 1.054 1.054 
0.751 1.685 1.685 
0.317 1.659 1.659 
0.784 0.144 0.144 
0.284 1.105 1.105 
0.300 1.752 1.752 
0.718 0.913 0.913 
0.467 1.097 1.097 
0.734 1.284 1.284 
0.802 0.600 0.600 
0.668 1.198 1.198 
0.801 1.467 1.467 
0.384 0.861 0.861 
0.786 1.645 1.645 
0.985 1.624 1.624 
0.902 0.938 0.938 
0.267 1.210 1.210 
0.501 1.345 1.345 
0.500 1.611 1.611 
0.751 2.354 2.354 
0.685 0.924 0.924 
0.835 1.821 1.821 
0.501 2.339 2.339 
0.367 1.191 1.191 
0.268 1.422 1.422 
0.817 0.995 0.995 
0.368 1.984 1.984 
0.518 1.294 1.294 
0.650 1.769 1.769 
0.384 1.287 1.287 
0.717 1.456 1.456 
