<><><><><><><><> 
Begin: 08-Mar-2014 11:36:58 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s34 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.899 1.899 
0.349 1.305 1.305 
0.485 1.354 1.354 
0.250 0.853 0.853 
0.618 1.398 1.398 
0.467 1.155 1.155 
0.350 1.498 1.498 
0.367 1.214 1.214 
0.934 2.116 2.116 
0.751 1.252 1.252 
0.583 1.667 1.667 
0.935 1.033 1.033 
0.284 1.702 1.702 
0.802 1.539 1.539 
0.785 0.841 0.841 
0.651 1.321 1.321 
0.351 1.443 1.443 
0.683 1.308 1.308 
0.450 1.765 1.765 
0.316 1.132 1.132 
0.367 1.316 1.316 
0.918 0.901 0.901 
0.267 1.134 1.134 
0.401 0.772 0.772 
0.250 1.214 1.214 
0.551 1.194 1.194 
0.216 1.397 1.397 
0.918 1.055 1.055 
0.367 1.030 1.030 
0.284 1.575 1.575 
0.451 1.384 1.384 
0.568 1.191 1.191 
0.284 0.961 0.961 
1.001 1.230 1.230 
0.467 1.023 1.023 
0.433 0.983 0.983 
0.250 1.619 1.619 
0.450 1.231 1.231 
0.233 1.426 1.426 
0.601 1.299 1.299 
0.818 1.240 1.240 
0.701 1.827 1.827 
0.268 1.600 1.600 
0.268 1.169 1.169 
0.817 1.614 1.614 
0.934 1.235 1.235 
0.635 1.932 1.932 
0.284 0.672 0.672 
0.868 1.630 1.630 
0.467 0.730 0.730 
0.433 0.937 0.937 
0.802 1.201 1.201 
0.217 1.443 1.443 
0.250 1.300 1.300 
0.734 1.811 1.811 
0.685 1.346 1.346 
0.617 1.153 1.153 
0.784 0.926 0.926 
0.768 1.704 1.704 
0.834 1.447 1.447 
0.433 1.747 1.747 
0.751 2.019 2.019 
0.651 1.105 1.105 
0.517 1.365 1.365 
0.250 1.213 1.213 
0.834 1.150 1.150 
0.468 1.767 1.767 
0.684 0.963 0.963 
0.801 1.059 1.059 
0.284 0.661 0.661 
0.301 1.104 1.104 
0.651 0.808 0.808 
0.584 1.097 1.097 
0.918 1.395 1.395 
0.850 1.350 1.350 
0.783 1.002 1.002 
0.250 0.720 0.720 
0.267 1.103 1.103 
0.267 1.277 1.277 
0.834 0.889 0.889 
0.951 0.682 0.682 
0.751 2.238 2.238 
0.317 1.107 1.107 
0.785 1.125 1.125 
0.283 0.933 0.933 
0.301 1.444 1.444 
0.718 1.372 1.372 
0.467 0.936 0.936 
0.734 0.839 0.839 
0.800 1.282 1.282 
0.667 1.187 1.187 
0.800 1.207 1.207 
0.383 0.671 0.671 
0.784 2.644 2.644 
0.985 1.027 1.027 
0.901 1.168 1.168 
0.268 1.251 1.251 
0.501 1.374 1.374 
0.501 1.127 1.127 
0.751 1.824 1.824 
0.684 0.982 0.982 
0.835 0.728 0.728 
0.501 1.585 1.585 
0.367 1.192 1.192 
0.266 1.338 1.338 
0.819 1.298 1.298 
0.366 0.971 0.971 
0.517 1.169 1.169 
0.651 0.935 0.935 
0.385 0.977 0.977 
0.717 1.104 1.104 
