075,078
039,073
113,007
037,089
086,083
119,014
029,105
033,038
057,019
071,030
116,037
107,070
075,039
015,086
009,054
062,110
015,047
012,084
093,045
032,069
037,059
021,075
068,104
073,012
067,010
094,089
069,026
004,035
091,009
088,120
113,069
068,043
053,016
016,119
055,033
052,005
054,051
025,040
074,046
014,003
102,113
099,104
082,096
078,114
118,065
027,081
013,028
102,061
042,058
041,047
117,006
063,079
057,044
016,074
006,081
077,046
070,050
098,085
031,065
088,109
020,063
007,097
033,109
038,014
115,049
096,048
110,091
021,041
062,088
073,015
026,068
110,057
049,093
083,066
065,077
025,053
084,058
017,018
103,002
099,097
104,068
119,099
023,071
098,043
094,077
111,035
024,055
032,021
011,013
085,054
058,020
081,030
028,016
067,111
020,038
109,082
074,101
028,100
107,041
005,053
080,061
108,031
039,001
114,057
085,002
011,020
087,108
018,052
112,029
092,102
095,044
112,018
056,033
009,011
065,050
104,076
043,088
045,022
064,037
026,056
018,048
089,029
118,023
066,008
036,063
048,026
096,096
035,087
048,112
051,080
040,090
079,064
086,110
066,008
040,099
005,098
072,113
013,091
055,060
035,051
047,032
002,103
061,059
081,055
092,025
078,073
059,086
082,115
101,012
115,087
019,062
051,107
084,036
006,017
004,071
097,060
019,083
034,042
071,049
052,079
050,117
111,084
034,108
047,067
027,072
043,021
077,036
070,094
089,011
076,015
054,004
090,064
029,017
109,105
095,025
050,090
010,031
106,001
097,003
017,010
014,019
108,085
106,007
083,118
060,106
058,013
060,100
031,070
008,045
105,107
120,072
038,117
063,009
003,076
022,032
003,024
001,095
116,034
087,118
100,119
076,093
022,062
080,067
103,101
041,116
049,103
072,112
045,092
090,004
091,098
036,006
001,102
007,052
114,023
030,034
101,094
059,078
008,075
044,024
024,027
061,028
105,022
117,040
012,106
100,114
069,039
079,082
056,005
093,092
046,066
030,116
064,074
002,027
046,115
023,095
010,080
042,111
053,042
120,056
044,120
