082,010
032,022
105,074
101,084
023,068
051,090
081,080
034,097
065,114
084,072
014,066
070,055
108,085
089,063
110,119
062,083
012,095
086,007
049,073
028,102
040,118
029,029
083,062
017,092
055,072
045,061
029,023
035,032
092,106
082,040
102,107
052,064
114,048
079,054
054,035
119,045
021,108
107,114
006,053
021,063
076,013
059,104
104,046
078,040
100,021
107,024
058,082
078,092
007,120
068,030
022,097
115,003
080,056
011,006
095,010
028,113
066,095
069,039
065,079
120,008
061,002
031,068
042,078
025,021
010,059
072,057
120,058
058,109
032,020
009,071
042,049
073,100
077,120
097,096
056,094
002,023
097,053
038,111
081,058
099,105
080,034
105,044
039,101
088,041
118,079
012,098
019,113
087,019
013,048
044,029
111,074
033,004
096,093
114,037
115,112
113,065
057,094
090,001
086,118
046,089
027,117
018,027
060,005
068,012
024,056
117,009
011,101
016,034
103,039
109,103
098,115
075,055
044,070
030,082
054,047
103,087
046,008
008,046
037,075
026,064
057,110
073,037
063,032
020,025
050,017
118,086
038,117
009,018
106,090
095,062
040,076
010,009
076,045
008,033
059,071
055,015
015,047
022,038
069,013
079,089
006,026
036,035
094,017
051,044
048,119
074,075
007,031
101,067
109,025
110,067
053,076
005,084
018,028
004,107
060,077
031,109
108,108
001,115
063,004
067,036
041,088
036,030
043,088
025,014
087,036
045,016
099,112
041,050
043,016
035,006
089,061
100,102
052,093
094,066
014,002
001,042
023,024
074,051
019,073
117,007
113,081
026,085
072,011
037,059
064,110
027,060
093,103
085,015
013,096
071,043
034,026
061,070
071,043
077,052
102,054
030,012
050,003
003,052
004,116
088,022
015,069
104,091
112,001
106,091
003,104
092,078
017,106
067,018
064,099
049,105
016,049
039,077
070,014
020,060
053,098
091,116
048,081
005,080
116,020
090,031
075,100
047,086
002,041
119,051
062,083
091,099
096,038
093,005
024,033
033,087
056,069
084,050
111,019
112,042
098,027
083,057
116,111
047,011
066,065
085,028
