102,037
115,022
005,112
081,043
061,067
001,017
049,099
060,056
078,009
008,015
004,108
041,004
022,101
073,060
085,042
080,046
054,060
086,064
002,027
054,066
117,054
007,078
030,033
112,056
114,069
007,091
067,087
085,074
063,092
053,114
049,054
027,049
046,003
040,119
045,066
050,111
103,080
059,041
103,020
113,084
057,117
087,028
031,090
023,013
053,053
074,059
013,049
052,013
022,099
076,051
100,039
078,034
093,050
018,096
045,120
082,086
110,090
003,016
068,064
092,041
116,063
034,096
033,116
016,092
043,062
108,100
062,038
010,070
091,011
012,106
062,055
044,018
064,010
109,022
015,076
029,030
005,078
030,109
015,020
063,102
095,095
098,117
087,102
051,024
026,045
086,075
047,002
061,073
050,065
070,024
055,019
017,037
065,083
075,084
064,071
075,031
094,055
088,061
016,110
065,113
088,039
098,076
066,044
028,069
042,097
001,115
107,067
083,025
036,005
017,081
090,112
019,083
068,057
028,047
072,048
071,095
099,028
025,105
101,032
059,094
071,035
018,044
011,001
057,046
105,019
081,077
058,091
014,104
074,017
067,036
072,111
052,120
039,104
012,035
099,106
101,114
117,031
038,119
066,045
069,100
021,098
058,012
118,007
119,027
070,079
027,052
120,006
056,033
037,059
032,118
038,001
111,088
077,053
024,101
033,097
021,093
048,061
032,072
047,014
037,010
106,082
009,087
051,062
108,071
116,079
083,107
035,072
077,051
002,105
039,026
008,016
009,103
114,007
010,021
095,032
093,089
104,085
043,026
006,081
019,080
112,012
024,068
023,004
104,058
076,050
040,070
105,040
020,077
118,115
109,018
113,058
079,008
056,089
119,029
084,085
013,068
097,098
046,074
111,005
102,103
041,023
091,030
025,082
006,029
096,003
082,116
120,109
097,014
115,043
094,107
004,073
044,048
048,052
089,057
026,036
079,086
080,015
110,034
011,038
060,093
003,002
073,075
014,110
090,088
034,009
107,040
106,008
036,063
069,108
092,042
020,025
035,065
089,047
100,118
096,113
055,021
042,094
031,006
029,011
084,023
