076,053
102,025
035,098
041,055
071,021
045,025
016,020
086,021
113,051
029,044
062,110
048,054
007,052
080,102
057,095
010,092
033,091
083,037
085,029
096,060
114,036
004,082
118,027
026,065
078,048
092,015
006,006
099,090
012,079
065,086
064,012
029,072
055,096
066,063
108,013
052,050
056,094
098,038
030,073
019,003
098,057
005,031
117,102
062,016
064,027
024,068
002,017
115,005
046,061
058,117
075,096
113,011
044,045
017,009
116,110
095,034
028,044
079,034
108,051
082,106
107,031
101,108
091,018
026,114
084,100
112,092
041,048
089,116
092,111
022,107
036,078
008,004
009,038
071,069
120,117
037,093
093,089
024,058
106,030
057,104
023,105
089,054
105,052
058,020
031,058
103,043
040,002
090,115
061,098
096,026
001,037
074,046
066,072
104,007
094,071
119,078
100,002
118,088
001,112
106,070
109,107
082,047
033,071
050,030
117,041
015,066
054,075
044,042
017,014
049,119
014,079
076,009
080,056
090,101
004,032
074,101
016,039
099,062
085,001
073,076
060,069
022,085
013,019
056,067
084,080
011,064
078,109
018,029
087,049
077,105
067,016
031,005
094,042
008,040
020,019
050,008
083,076
042,087
020,004
052,061
028,099
114,111
047,108
063,056
112,068
027,024
069,015
032,090
046,100
018,028
077,065
116,063
030,095
065,119
088,046
012,085
081,060
043,115
027,018
070,001
059,081
068,074
070,080
054,024
053,043
063,116
061,045
059,081
038,057
021,023
107,064
072,047
038,077
095,059
075,026
035,083
072,067
040,010
069,022
003,103
037,028
039,059
021,011
109,083
119,074
115,109
010,035
111,113
013,013
105,062
023,036
002,012
100,113
051,075
110,112
014,088
111,055
025,008
043,073
120,084
081,035
104,023
053,106
051,097
097,041
067,066
045,032
039,010
019,118
032,014
103,087
055,091
073,082
034,049
048,033
086,104
007,093
088,103
049,118
003,097
047,089
025,094
034,070
102,003
091,053
097,120
009,033
087,099
068,086
036,120
101,084
015,077
005,006
011,022
093,114
042,040
079,007
060,039
006,050
110,017
