026,095
045,043
019,027
009,006
014,113
097,024
107,046
051,064
096,013
012,008
022,037
023,116
057,087
001,031
095,100
080,078
099,062
014,072
098,036
079,050
114,085
109,055
074,101
035,001
001,022
042,058
040,053
076,103
070,033
046,030
090,117
017,005
116,108
076,066
045,067
120,114
054,052
088,059
052,039
035,099
092,042
033,057
004,021
098,119
051,106
004,093
104,054
081,018
012,094
037,069
085,035
033,111
025,118
100,083
019,094
020,033
005,026
086,004
038,034
106,047
087,029
034,021
046,112
044,014
111,120
108,061
056,065
002,023
078,010
043,050
068,004
008,009
065,074
072,011
043,039
096,051
022,013
039,109
110,018
028,086
073,051
015,025
088,041
108,075
092,059
083,119
050,092
093,111
041,005
074,077
029,002
053,103
084,105
034,061
119,006
086,020
027,079
078,077
084,107
024,032
018,056
008,109
095,081
026,023
036,076
006,038
113,105
105,020
031,007
059,101
111,096
118,108
082,015
097,120
048,089
063,063
017,076
114,022
049,107
029,088
027,070
061,014
062,017
094,045
042,097
055,069
080,034
020,087
090,026
085,010
064,028
069,042
104,038
032,024
087,117
069,081
070,104
024,080
067,073
102,102
110,068
038,009
081,052
049,096
119,016
112,099
016,047
113,095
077,071
030,075
044,078
071,098
025,090
060,056
002,031
055,102
048,089
117,002
052,071
011,070
068,035
041,065
036,012
103,007
071,037
007,113
103,025
120,066
005,110
083,008
117,112
067,060
053,044
050,019
093,062
077,045
062,088
079,090
065,074
030,015
060,054
112,098
023,084
058,055
101,057
028,043
047,048
040,115
101,017
007,032
011,097
031,049
115,110
047,084
106,082
107,027
064,046
015,114
089,029
021,058
089,082
102,040
091,118
100,091
013,011
105,030
073,072
116,092
010,080
058,019
075,067
094,012
039,104
057,028
118,079
016,003
075,073
006,086
109,044
072,048
037,040
010,036
032,085
021,083
056,091
009,064
003,068
061,016
063,003
066,041
054,115
059,049
091,053
018,060
082,116
013,093
003,063
115,106
099,001
066,100
