061,078
108,075
058,010
036,023
066,034
088,022
099,065
018,079
052,056
095,103
058,090
106,007
006,032
004,076
028,118
030,107
044,011
072,095
024,017
040,066
051,039
042,104
113,116
021,072
063,012
034,068
042,010
057,025
084,112
059,018
078,075
035,055
043,024
022,117
012,081
096,119
053,086
015,110
003,109
031,114
060,051
082,071
085,014
079,047
110,096
023,063
050,070
009,100
067,041
046,081
082,114
111,120
112,005
073,003
102,041
011,059
068,091
100,073
049,030
002,083
087,071
114,040
024,098
008,033
038,107
059,096
046,050
090,061
078,088
001,092
017,073
069,052
114,053
070,110
053,031
119,009
105,053
049,020
091,032
032,063
063,102
050,004
060,013
077,058
019,070
013,087
020,036
002,039
103,037
005,060
030,115
041,101
018,006
117,057
109,029
023,054
080,082
097,097
083,069
103,119
107,062
014,046
008,108
080,080
070,050
045,117
022,014
099,001
087,003
061,101
020,067
091,072
115,016
032,021
118,002
026,102
004,038
110,091
111,011
067,038
090,045
085,017
031,095
086,099
037,006
025,009
116,083
089,057
086,023
106,035
041,049
073,026
117,064
113,002
097,048
093,082
079,078
062,026
095,007
108,090
054,118
027,113
001,042
116,034
064,084
120,027
119,048
100,055
010,077
057,089
096,100
038,054
055,036
048,019
019,094
056,077
017,104
064,120
092,099
071,028
056,094
120,029
076,065
015,079
028,064
065,018
005,016
054,013
055,106
011,085
094,076
033,116
104,028
026,046
107,105
044,093
047,042
021,112
115,111
071,043
009,111
094,085
048,044
066,015
092,025
052,020
084,012
088,106
104,008
075,084
068,060
101,001
105,037
072,045
027,044
034,115
007,109
029,069
075,088
039,035
081,022
093,024
098,059
013,108
089,030
035,093
016,080
101,058
076,008
062,068
025,067
098,049
007,005
081,105
006,097
065,074
102,015
074,047
045,113
083,019
118,098
010,033
069,004
036,021
012,052
029,051
043,066
039,040
037,043
033,031
077,074
014,103
112,089
047,027
016,061
051,086
040,087
074,062
003,056
109,092
