018,006
084,114
029,046
021,111
066,023
089,035
118,085
103,050
002,040
088,030
017,003
021,079
034,100
090,101
069,036
112,082
044,061
065,014
050,088
001,116
014,091
106,063
107,010
044,078
035,074
073,031
068,054
069,001
062,078
120,075
103,111
055,088
011,097
091,067
036,057
073,093
087,025
008,041
005,047
118,007
058,021
014,053
055,013
018,025
077,047
024,054
013,103
082,110
089,099
042,106
105,107
101,101
099,119
075,082
120,069
015,022
043,080
092,022
028,080
031,009
009,075
104,071
115,114
067,029
075,027
063,103
046,058
022,008
108,098
032,081
101,077
117,028
035,063
025,092
020,017
092,060
024,034
077,117
012,042
003,049
079,016
047,062
064,026
004,064
033,044
040,064
116,095
033,089
095,045
002,102
088,091
054,102
003,104
005,100
009,048
119,118
074,073
110,113
049,034
007,105
076,071
074,017
072,004
119,015
093,039
081,023
097,040
015,046
022,083
059,093
098,033
078,072
113,119
049,073
105,085
011,067
016,115
039,077
063,036
027,120
114,049
020,015
097,019
079,011
036,053
031,052
115,066
023,044
026,090
080,115
068,066
037,005
112,112
111,033
029,005
080,038
057,028
010,107
062,095
046,031
008,120
084,099
051,018
109,112
030,002
052,009
091,061
038,027
039,043
108,096
006,116
109,072
072,090
041,012
100,035
042,062
037,024
007,016
016,056
090,092
038,104
019,003
082,087
052,006
006,018
010,108
028,105
045,051
040,113
078,050
070,070
083,083
071,051
053,039
064,096
116,060
104,010
012,055
085,108
023,118
048,070
114,013
085,079
076,059
060,058
071,030
019,032
102,059
086,069
107,011
065,008
053,056
096,084
094,038
093,019
117,084
030,052
102,074
094,045
099,041
070,094
081,004
111,020
066,097
032,076
083,081
048,110
047,002
051,020
095,042
001,037
067,021
004,014
057,043
054,086
106,029
110,055
017,012
056,094
034,086
096,001
056,109
087,068
100,089
026,065
050,032
060,098
025,024
061,076
113,106
013,037
027,117
045,087
086,057
098,109
061,068
058,007
059,065
041,048
043,026
