085,047,088,080,069
043,111,018,003,032
002,085,077,007,060
046,029,045,064,115
088,017,099,108,086
025,015,065,107,055
110,065,040,033,043
103,084,079,096,048
083,017,106,048,082
095,074,110,002,017
025,092,040,098,070
055,058,055,111,025
077,083,092,023,080
104,019,048,059,009
016,093,023,050,058
085,036,067,111,028
073,021,036,106,103
012,061,086,095,094
096,062,009,058,075
063,003,048,076,011
074,010,007,102,030
004,116,108,049,035
086,052,006,071,083
070,074,059,053,098
052,005,058,083,074
031,073,026,054,012
001,047,081,077,095
055,055,113,026,004
113,008,023,009,014
091,006,046,067,063
027,076,065,115,039
066,039,117,059,036
026,049,001,004,024
111,100,101,089,096
006,012,041,063,092
019,119,006,088,089
060,025,120,013,001
081,068,025,018,076
045,041,093,068,105
056,046,014,113,112
068,119,005,005,012
080,098,061,072,066
005,075,063,028,062
042,029,050,087,031
112,046,041,099,076
053,087,032,106,088
096,027,042,049,045
065,120,119,098,092
059,009,072,088,059
038,036,071,037,118
033,062,080,010,100
118,066,034,075,111
017,001,033,081,078
099,009,110,086,038
043,037,056,046,062
062,087,027,104,018
040,114,108,036,013
014,086,022,116,025
098,097,031,022,069
090,011,068,110,047
026,055,073,031,056
104,096,058,018,102
108,083,052,100,109
048,092,050,007,077
032,107,096,048,033
041,051,034,042,056
039,116,114,012,043
115,059,018,063,087
106,084,043,061,085
022,053,044,032,090
094,026,009,094,054
084,045,109,068,061
024,043,037,052,059
087,064,028,030,020
023,043,120,075,060
016,031,054,017,104
058,082,102,074,004
108,081,098,011,023
086,103,076,006,066
097,024,015,030,068
031,104,032,065,040
051,101,095,047,084
093,068,005,092,107
112,008,025,114,072
039,028,081,077,007
074,066,066,036,118
071,089,021,092,042
052,072,089,093,067
082,005,036,053,034
077,021,064,056,005
038,115,083,039,048
072,079,038,119,110
029,040,071,052,047
047,020,051,050,112
013,019,012,120,002
111,053,046,024,073
017,113,004,005,068
066,034,105,055,120
035,109,107,109,022
058,090,022,057,097
047,108,105,112,057
073,027,082,001,045
015,078,086,119,079
054,002,016,101,046
080,091,044,118,091
097,088,019,033,015
076,028,039,079,032
012,010,087,020,058
110,064,109,060,061
065,117,038,082,021
050,120,119,038,079
023,035,027,027,087
107,088,015,040,019
092,054,088,073,089
082,014,116,013,050
090,070,002,020,029
009,098,075,029,065
007,106,026,085,106
117,016,114,103,041
103,112,090,110,034
056,063,079,021,017
034,089,031,061,051
105,003,080,071,098
092,033,064,021,020
117,007,053,029,065
030,093,087,097,096
015,013,107,028,015
050,030,091,115,113
075,011,072,040,044
032,020,012,084,075
079,118,095,118,101
041,060,029,107,014
033,105,060,032,019
064,070,117,039,104
063,071,069,096,009
060,101,099,046,074
009,056,043,084,093
079,059,017,027,026
067,061,118,105,063
008,105,033,067,064
078,044,067,014,030
001,042,042,095,103
057,091,115,042,055
105,075,030,037,007
028,097,093,116,008
064,052,100,087,108
115,032,020,086,093
029,099,069,001,006
114,102,083,038,082
091,107,103,074,107
067,058,001,023,114
088,112,016,076,099
010,113,068,015,027
069,050,021,100,117
028,072,115,072,042
013,025,019,103,003
098,096,014,051,041
089,063,028,024,083
053,104,085,108,050
042,049,011,078,028
107,040,085,057,016
008,079,055,117,119
037,056,056,022,109
089,094,063,012,049
040,035,008,062,022
116,042,094,089,116
007,067,084,031,010
034,050,010,056,016
044,038,024,041,099
084,022,002,009,027
062,024,096,065,039
101,080,030,016,005
119,094,104,069,102
019,073,074,047,085
081,114,039,112,003
059,004,097,079,090
036,045,010,002,070
054,080,112,016,051
046,117,089,019,110
083,099,037,035,006
094,006,111,090,044
100,100,008,097,031
106,108,078,085,101
018,106,011,008,035
099,110,003,090,013
018,018,101,043,040
119,026,049,045,111
070,077,017,058,105
048,048,076,014,088
093,095,053,109,057
021,023,047,099,116
011,109,104,114,008
075,007,024,004,081
049,022,092,044,018
004,081,052,064,106
036,110,062,019,115
002,095,077,120,052
100,023,061,044,080
118,037,102,054,037
116,032,004,117,038
044,071,057,043,077
049,041,066,081,010
114,090,094,105,052
113,015,054,101,053
037,111,029,003,067
035,001,013,070,064
120,012,084,094,001
102,067,106,034,071
045,033,118,045,053
071,069,057,102,046
022,018,090,078,049
061,060,062,008,073
011,069,035,006,029
061,076,060,091,100
021,014,075,051,108
010,004,098,070,086
014,077,049,034,054
087,103,045,104,033
027,051,070,073,036
057,044,059,041,114
095,031,091,025,024
005,115,051,060,081
109,086,074,080,095
003,039,003,066,011
020,085,111,091,078
120,065,013,055,037
003,078,078,026,117
076,057,035,082,094
102,030,116,035,026
006,016,113,011,002
078,102,073,066,119
101,034,007,025,071
068,054,082,010,023
109,057,103,062,120
020,013,097,015,097
069,118,112,017,091
024,048,020,093,084
072,038,070,113,021
030,002,047,083,113
051,082,100,069,072
