<><><><><><><><> 
Begin: 03-Mar-2014 17:53:25 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s26 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.370 2.370 
0.350 1.262 1.262 
0.500 1.149 1.149 
0.251 0.950 0.950 
0.618 0.844 0.844 
0.468 1.347 1.347 
0.350 1.107 1.107 
0.367 0.900 0.900 
0.934 1.374 1.374 
0.751 1.169 1.169 
0.584 1.708 1.708 
0.935 0.961 0.961 
0.283 1.283 1.283 
0.802 1.589 1.589 
0.801 1.386 1.386 
0.651 1.020 1.020 
0.350 1.213 1.213 
0.685 1.190 1.190 
0.450 0.906 0.906 
0.317 1.217 1.217 
0.368 1.703 1.703 
0.918 1.465 1.465 
0.266 1.533 1.533 
0.400 2.631 2.631 
0.251 1.027 1.027 
0.551 0.853 0.853 
0.217 1.542 1.542 
0.918 1.306 1.306 
0.367 1.042 1.042 
0.284 1.305 1.305 
0.451 1.274 1.274 
0.568 1.523 1.523 
0.285 1.223 1.223 
1.001 2.105 2.105 
0.467 1.210 1.210 
0.434 1.325 1.325 
0.251 0.988 0.988 
0.450 1.091 1.091 
0.233 1.497 1.497 
0.616 1.141 1.141 
0.818 1.494 1.494 
0.701 0.674 0.674 
0.268 0.976 0.976 
0.267 1.125 1.125 
0.834 0.902 0.902 
0.934 0.968 0.968 
0.634 0.863 0.863 
0.283 1.434 1.434 
0.868 1.418 1.418 
0.468 0.900 0.900 
0.434 0.827 0.827 
0.801 1.084 1.084 
0.217 0.891 0.891 
0.250 0.617 0.617 
0.734 1.018 1.018 
0.684 1.190 1.190 
0.617 1.130 1.130 
0.784 0.888 0.888 
0.768 1.068 1.068 
0.834 1.175 1.175 
0.434 0.953 0.953 
0.751 0.899 0.899 
0.651 0.722 0.722 
0.516 0.922 0.922 
0.251 1.273 1.273 
0.834 0.753 0.753 
0.467 1.057 1.057 
0.685 0.904 0.904 
0.801 1.308 1.308 
0.284 1.305 1.305 
0.301 1.464 1.464 
0.650 1.443 1.443 
0.600 1.177 1.177 
0.918 1.080 1.080 
0.835 1.248 1.248 
0.783 1.685 1.685 
0.250 1.030 1.030 
0.266 0.916 0.916 
0.267 1.324 1.324 
0.850 1.199 1.199 
0.952 2.170 2.170 
0.751 1.644 1.644 
0.316 1.228 1.228 
0.785 1.716 1.716 
0.300 1.204 1.204 
0.300 1.269 1.269 
0.718 1.216 1.216 
0.468 1.627 1.627 
0.734 1.246 1.246 
0.801 1.747 1.747 
0.667 1.355 1.355 
0.800 1.369 1.369 
0.384 1.113 1.113 
0.800 0.951 0.951 
0.985 1.318 1.318 
0.902 1.198 1.198 
0.267 1.417 1.417 
0.501 1.041 1.041 
0.501 1.160 1.160 
0.750 1.174 1.174 
0.684 1.066 1.066 
0.835 0.877 0.877 
0.500 1.391 1.391 
0.367 1.032 1.032 
0.267 1.364 1.364 
0.817 1.331 1.331 
0.368 1.042 1.042 
0.516 1.268 1.268 
0.651 1.293 1.293 
0.384 1.331 1.331 
0.718 1.280 1.280 
