093,074,103,080,039
057,022,031,058,103
007,001,037,026,059
069,045,016,008,027
057,012,072,055,099
055,071,035,066,093
020,109,048,043,035
090,047,113,082,083
082,039,082,069,060
022,061,090,063,093
098,074,012,001,025
031,071,028,085,010
065,029,073,007,002
028,068,048,014,043
104,116,108,041,110
081,018,019,108,114
035,119,061,012,109
082,036,060,079,033
041,029,102,066,001
034,014,067,001,115
043,007,088,073,025
026,097,092,091,062
092,050,024,070,094
058,086,113,012,006
015,090,043,054,023
095,052,005,045,013
062,118,063,086,092
025,103,054,070,030
044,057,028,089,101
106,115,063,039,098
095,032,023,006,078
075,091,033,018,004
093,113,099,116,014
060,002,004,107,110
063,016,086,028,055
033,001,039,036,057
094,107,059,025,111
071,035,099,074,035
120,056,078,046,005
054,015,016,006,032
026,078,055,100,105
108,085,106,009,039
088,013,107,110,100
074,038,006,051,017
110,069,039,075,003
022,083,021,064,050
101,042,092,080,075
007,105,055,071,120
038,088,084,030,011
086,012,024,043,082
058,081,104,067,012
043,093,120,118,070
113,081,008,011,065
015,005,062,106,045
087,092,083,090,085
098,070,047,018,040
108,025,010,094,113
046,067,119,050,033
013,103,056,096,090
051,006,005,104,066
087,089,011,116,056
005,061,074,045,049
120,058,061,115,026
118,008,032,040,054
039,033,077,105,118
072,065,051,011,048
105,102,029,007,075
083,004,073,044,048
081,077,019,031,072
002,110,025,093,042
101,119,041,088,002
066,023,076,036,065
103,068,080,029,009
037,063,109,010,008
052,100,053,120,050
110,045,068,112,085
115,095,084,023,007
065,034,021,059,117
077,112,042,102,020
010,093,045,013,069
064,050,032,010,064
073,056,112,113,049
011,023,007,083,043
085,073,049,092,071
021,011,079,097,015
114,027,087,017,052
086,107,095,019,112
032,017,022,114,066
036,046,003,107,098
069,116,018,024,055
088,048,095,032,097
011,008,012,056,084
040,021,100,022,120
094,075,081,069,106
119,082,038,047,021
085,024,110,057,088
029,072,105,037,077
097,005,110,067,089
008,062,007,081,020
020,082,066,049,024
059,115,064,058,013
017,055,074,050,106
102,110,017,064,034
097,091,083,075,080
023,058,064,040,006
084,009,090,023,081
103,017,026,076,024
114,042,105,062,058
037,111,030,078,095
047,021,042,020,038
062,117,109,054,101
067,054,066,081,094
089,011,029,090,028
009,120,052,098,063
071,104,023,033,079
023,049,002,008,117
119,036,118,117,069
030,062,117,026,010
109,010,015,059,100
016,088,030,077,059
059,027,102,071,083
072,098,001,033,054
014,028,049,082,031
012,113,071,117,087
117,019,114,103,007
051,108,044,052,022
050,025,089,024,047
111,109,011,093,070
115,009,085,095,041
107,105,077,057,046
033,052,026,104,082
048,015,031,004,047
036,035,086,055,103
041,098,082,031,008
063,002,008,003,073
053,059,001,096,114
024,108,025,089,053
118,075,097,005,087
019,014,069,101,038
076,037,072,086,095
061,064,037,038,102
006,032,111,046,071
034,053,115,115,111
031,039,091,112,023
116,118,017,101,011
017,053,065,032,074
080,063,096,053,032
052,101,004,052,119
009,090,070,097,116
076,083,053,035,037
049,026,006,028,067
025,094,054,105,027
102,040,104,091,104
073,057,046,016,001
106,114,101,065,076
099,120,057,002,021
012,044,059,015,044
080,066,050,098,019
070,018,107,029,018
079,104,018,019,084
066,064,070,095,003
001,111,010,073,113
078,003,035,021,016
109,040,020,072,028
099,013,058,041,053
096,065,065,087,107
028,106,027,102,099
105,028,060,111,037
021,019,052,042,040
117,076,036,114,112
053,016,087,118,097
018,106,015,099,029
091,073,068,022,045
078,031,081,049,068
074,079,096,109,036
027,099,057,048,081
060,026,118,034,019
091,004,120,110,068
040,087,043,060,042
014,024,067,044,078
112,034,009,085,004
055,100,085,005,119
002,044,044,016,036
112,078,036,087,005
038,087,014,108,086
047,051,075,048,044
006,089,069,078,015
024,099,014,025,051
079,114,051,061,073
010,038,116,079,046
067,010,098,077,109
042,069,093,009,061
044,055,115,111,064
032,054,027,042,061
003,101,119,068,009
083,007,078,072,022
004,049,075,002,030
068,051,046,106,108
092,037,103,034,104
045,097,079,047,105
003,041,034,088,096
107,020,022,027,058
039,086,041,039,115
075,003,058,063,060
116,041,116,062,090
035,006,045,099,107
016,080,114,056,079
045,072,089,051,014
096,030,013,119,077
008,096,062,109,031
077,043,071,030,051
054,077,056,076,026
019,047,038,020,116
061,094,080,017,089
056,060,091,015,034
064,043,034,084,088
084,022,094,014,063
111,117,020,074,057
100,046,100,003,096
029,076,040,120,052
100,096,112,084,062
001,059,098,027,108
068,112,003,037,092
013,048,106,103,091
049,079,093,004,017
089,067,088,060,012
004,066,040,053,074
027,060,002,119,091
030,095,094,038,056
056,102,108,068,080
113,070,076,021,118
050,080,047,094,029
090,030,101,092,067
070,084,111,013,041
005,020,013,061,016
046,031,009,065,102
018,092,097,083,076
104,084,050,035,072
048,085,033,113,086
042,033,117,100,018
