054,001,046,010,084
109,105,082,037,083
097,106,032,120,028
102,091,085,055,116
031,082,098,083,047
084,039,008,087,002
089,005,065,067,054
065,029,101,103,110
041,099,069,035,074
009,110,031,044,013
045,030,036,062,032
073,067,104,105,112
064,023,035,029,095
083,097,076,083,100
110,035,074,043,067
002,074,001,017,013
100,022,009,064,024
098,115,064,033,114
041,021,060,007,007
030,013,070,070,063
117,024,058,013,108
101,004,084,019,083
117,089,036,003,011
007,032,053,089,021
036,047,050,058,058
047,084,037,015,113
076,016,086,101,093
085,042,030,078,101
046,025,072,026,092
016,062,028,006,041
055,014,119,111,030
051,101,068,119,035
110,056,096,115,103
030,084,056,052,091
029,057,042,098,010
050,055,074,089,031
086,011,107,097,100
100,066,018,019,058
070,072,013,004,099
075,007,115,002,026
024,033,101,087,018
068,106,008,082,120
040,077,118,028,067
011,093,062,052,017
052,112,006,120,086
088,053,119,058,061
064,014,040,092,010
049,026,078,095,094
012,117,003,002,008
091,112,061,072,103
051,066,038,077,001
029,010,097,025,033
068,110,114,090,038
022,075,066,111,118
074,024,025,032,098
087,042,073,027,072
011,075,044,063,003
023,007,113,095,011
063,046,007,046,007
001,050,081,096,048
018,098,058,051,109
020,019,083,005,015
080,023,095,100,022
097,120,023,069,042
112,059,112,106,097
109,032,043,047,043
056,098,047,091,089
057,050,116,040,049
008,003,011,080,073
075,015,005,032,071
067,017,053,031,057
092,104,112,060,022
116,099,078,105,066
022,017,055,069,012
107,087,116,030,020
027,061,004,077,052
006,044,059,001,070
104,049,062,009,117
074,097,052,094,039
053,083,120,100,090
067,045,003,016,023
108,038,091,073,064
040,071,023,053,036
062,016,019,092,069
017,116,071,074,034
096,086,061,102,068
108,065,010,026,073
103,006,111,094,087
025,004,034,059,034
061,002,045,071,048
111,028,018,054,087
116,079,115,108,028
038,114,117,045,115
037,028,021,036,059
096,054,102,080,089
120,008,009,012,021
010,003,015,098,030
014,089,057,023,009
028,031,032,093,085
024,020,091,040,033
066,093,051,022,085
039,114,063,039,096
119,080,105,020,102
057,025,012,112,095
027,034,017,116,019
038,048,090,051,096
063,064,048,048,078
090,083,087,024,076
033,027,011,062,060
104,001,117,048,051
047,048,012,115,064
101,107,086,049,008
082,018,010,079,111
021,057,029,117,024
014,092,047,070,061
003,102,093,097,106
065,117,040,018,045
033,060,079,075,084
008,080,033,084,036
107,071,031,104,043
036,054,085,073,113
077,067,103,039,039
013,111,102,013,006
034,113,089,060,119
018,046,059,008,018
083,013,014,064,108
019,103,103,025,037
085,118,039,096,027
089,081,022,119,069
115,041,051,011,005
044,069,108,118,112
056,063,110,103,020
039,002,083,106,094
081,055,060,112,110
021,115,019,059,081
086,078,038,050,042
026,085,107,114,082
102,026,094,076,026
078,058,065,028,074
048,088,105,021,076
082,109,002,012,097
080,009,110,093,070
046,040,088,061,029
035,012,027,005,025
077,020,114,085,063
034,090,027,030,044
050,095,106,038,109
009,085,006,102,009
099,061,073,010,080
079,043,013,023,032
113,082,039,113,052
028,045,099,044,004
072,037,054,024,077
003,096,024,090,082
078,029,035,056,119
044,086,001,109,071
071,094,096,054,053
005,043,045,004,050
060,116,052,057,088
120,072,030,082,105
087,107,072,068,012
084,062,109,021,060
115,008,111,007,019
042,108,080,114,016
098,051,021,079,111
118,091,014,042,077
058,102,082,113,114
004,079,063,008,107
114,052,048,037,027
095,039,068,036,120
112,022,034,109,078
069,111,057,099,079
035,073,005,033,057
092,019,020,057,115
113,049,069,009,088
004,005,025,117,062
070,119,094,061,080
054,058,067,042,056
072,035,077,022,079
059,034,044,067,025
058,109,084,053,116
095,073,067,015,040
017,006,104,047,029
081,078,026,011,104
001,040,075,116,105
106,037,028,046,065
076,104,109,076,046
006,041,064,108,001
016,068,004,110,075
045,010,016,029,045
118,100,041,072,068
023,047,043,041,005
105,009,092,065,006
060,096,106,107,044
094,087,033,086,003
031,068,041,078,098
015,036,020,001,053
020,018,087,110,075
088,118,007,118,056
066,094,100,107,051
052,027,054,086,004
093,105,024,055,055
010,119,092,101,072
111,092,095,085,054
015,059,055,027,117
103,052,077,068,023
043,101,097,041,099
037,021,090,074,081
091,077,118,003,038
061,070,029,031,037
069,095,050,099,065
105,044,108,065,015
007,069,016,018,092
019,076,113,034,118
012,056,081,045,017
093,120,042,081,050
026,012,015,088,090
013,103,075,081,014
042,060,026,049,066
090,070,037,014,091
071,015,076,056,047
043,100,089,091,102
062,031,049,020,035
119,074,070,035,104
049,038,088,084,014
114,064,056,043,055
099,036,046,038,086
053,063,080,066,049
048,030,002,071,041
073,090,100,088,002
059,076,120,063,093
032,113,093,016,059
002,088,049,104,031
055,011,017,017,040
079,065,099,006,107
094,081,022,066,101
005,033,066,014,106
025,053,071,050,046
032,108,079,034,062
106,051,098,075,016
