<><><><><><><><> 
Begin: 04-Mar-2014 19:06:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s31 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.449 1.449 
0.719 0.973 0.973 
0.250 1.427 1.427 
0.984 0.756 0.756 
0.868 0.721 0.721 
0.802 0.745 0.745 
0.301 0.934 0.934 
0.751 0.848 0.848 
0.785 0.865 0.865 
0.935 0.708 0.708 
0.484 0.697 0.697 
0.685 0.897 0.897 
0.417 0.851 0.851 
0.735 1.209 1.209 
0.417 0.915 0.915 
0.483 1.101 1.101 
0.384 0.919 0.919 
0.751 0.584 0.584 
0.234 0.720 0.720 
0.317 0.722 0.722 
0.450 0.817 0.817 
0.651 1.176 1.176 
0.985 0.686 0.686 
0.952 0.863 0.863 
0.267 1.062 1.062 
0.884 1.121 1.121 
0.734 0.823 0.823 
0.367 0.726 0.726 
0.734 1.084 1.084 
0.300 0.758 0.758 
0.434 0.684 0.684 
0.501 0.815 0.815 
0.933 0.954 0.954 
0.751 0.695 0.695 
0.434 1.515 1.515 
0.734 1.873 1.873 
0.468 0.931 0.931 
0.851 1.576 1.576 
0.835 1.132 1.132 
0.450 0.708 0.708 
0.617 1.507 1.507 
0.601 1.521 1.521 
0.283 0.974 0.974 
0.784 0.975 0.975 
0.935 1.441 1.441 
0.317 1.903 1.903 
0.651 2.385 2.385 
0.417 0.108 0.108 
0.450 1.649 1.649 
0.616 1.591 1.591 
0.984 1.754 1.754 
0.583 1.519 1.519 
0.518 1.895 1.895 
0.950 1.177 1.177 
0.433 2.159 2.159 
0.217 1.772 1.772 
0.734 1.411 1.411 
0.834 0.791 0.791 
0.834 1.035 1.035 
1.002 0.987 0.987 
0.767 1.025 1.025 
0.951 1.624 1.624 
0.918 0.968 0.968 
0.418 1.227 1.227 
0.400 0.876 0.876 
0.618 0.675 0.675 
0.384 0.961 0.961 
0.884 1.085 1.085 
0.217 1.131 1.131 
0.667 1.849 1.849 
0.884 1.744 1.744 
0.517 1.501 1.501 
0.284 2.687 2.687 
0.417 1.358 1.358 
0.651 0.833 0.833 
0.818 0.951 0.951 
0.452 0.853 0.853 
0.817 1.523 1.523 
0.951 1.527 1.527 
0.617 0.998 0.998 
0.734 1.414 1.414 
0.617 1.490 1.490 
0.501 1.323 1.323 
0.450 0.899 0.899 
0.234 1.461 1.461 
0.851 1.411 1.411 
0.801 1.575 1.575 
0.484 1.307 1.307 
0.617 1.561 1.561 
0.617 1.809 1.809 
0.851 2.273 2.273 
0.868 1.469 1.469 
0.617 1.471 1.471 
0.451 2.583 2.583 
0.751 1.311 1.311 
0.385 1.413 1.413 
0.617 1.139 1.139 
0.500 1.086 1.086 
0.817 1.366 1.366 
0.718 1.384 1.384 
0.718 1.022 1.022 
0.651 1.115 1.115 
0.418 2.052 2.052 
0.485 1.023 1.023 
0.435 0.689 0.689 
0.634 1.094 1.094 
0.601 1.293 1.293 
0.534 1.379 1.379 
0.400 1.162 1.162 
0.450 1.334 1.334 
0.702 1.304 1.304 
