<><><><><><><><> 
Begin: 04-Mar-2014 18:57:36 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s31 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.259 1.259 
0.732 0.939 0.939 
0.251 1.288 1.288 
0.984 0.961 0.961 
0.868 0.694 0.694 
0.801 0.663 0.663 
0.300 0.908 0.908 
0.751 0.838 0.838 
0.785 1.008 1.008 
0.936 0.866 0.866 
0.485 0.878 0.878 
0.684 1.020 1.020 
0.416 0.894 0.894 
0.734 1.464 1.464 
0.417 1.978 1.978 
0.483 1.998 1.998 
0.384 1.426 1.426 
0.750 1.008 1.008 
0.235 1.451 1.451 
0.317 1.657 1.657 
0.450 2.651 2.651 
0.651 1.113 1.113 
0.985 2.442 2.442 
0.951 1.983 1.983 
0.267 1.864 1.864 
0.884 1.563 1.563 
0.735 0.927 0.927 
0.366 1.682 1.682 
0.734 1.948 1.948 
0.300 1.102 1.102 
0.434 1.188 1.188 
0.501 1.966 1.966 
0.934 1.488 1.488 
0.751 1.728 1.728 
0.433 1.394 1.394 
0.735 1.419 1.419 
0.468 1.585 1.585 
0.851 1.972 1.972 
0.834 1.301 1.301 
0.450 1.713 1.713 
0.617 1.628 1.628 
0.601 1.610 1.610 
0.284 1.398 1.398 
0.784 1.468 1.468 
0.935 1.087 1.087 
0.318 0.768 0.768 
0.650 1.065 1.065 
0.417 1.483 1.483 
0.450 1.088 1.088 
0.617 1.294 1.294 
0.985 0.805 0.805 
0.583 1.152 1.152 
0.518 1.034 1.034 
0.951 1.650 1.650 
0.435 1.116 1.116 
0.218 1.945 1.945 
0.734 1.614 1.614 
0.835 1.204 1.204 
0.834 1.096 1.096 
1.001 0.649 0.649 
0.768 1.073 1.073 
0.950 1.067 1.067 
0.918 1.283 1.283 
0.417 1.391 1.391 
0.399 1.827 1.827 
0.617 1.288 1.288 
0.384 1.335 1.335 
0.885 1.022 1.022 
0.217 1.111 1.111 
0.667 1.726 1.726 
0.884 1.393 1.393 
0.517 2.024 2.024 
0.284 1.419 1.419 
0.417 1.808 1.808 
0.651 1.089 1.089 
0.818 2.041 2.041 
0.450 0.743 0.743 
0.818 1.427 1.427 
0.950 1.223 1.223 
0.618 1.382 1.382 
0.735 1.105 1.105 
0.617 1.245 1.245 
0.501 1.118 1.118 
0.450 1.266 1.266 
0.234 1.158 1.158 
0.851 1.168 1.168 
0.800 1.163 1.163 
0.484 1.354 1.354 
0.618 1.066 1.066 
0.617 1.150 1.150 
0.852 1.845 1.845 
0.868 1.896 1.896 
0.617 1.793 1.793 
0.451 1.193 1.193 
0.751 1.376 1.376 
0.384 1.439 1.439 
0.617 1.259 1.259 
0.500 1.620 1.620 
0.818 2.108 2.108 
0.716 0.758 0.758 
0.717 1.839 1.839 
0.651 1.488 1.488 
0.418 1.459 1.459 
0.484 1.607 1.607 
0.435 1.203 1.203 
0.635 1.528 1.528 
0.601 1.546 1.546 
0.534 2.071 2.071 
0.401 1.647 1.647 
0.451 1.029 1.029 
0.701 1.214 1.214 
