<><><><><><><><> 
Begin: 03-Mar-2014 11:57:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s24 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.277 1.277 
0.350 1.343 1.343 
0.501 1.812 1.812 
0.250 1.139 1.139 
0.618 1.330 1.330 
0.468 2.680 2.680 
0.350 1.085 1.085 
0.367 1.102 1.102 
0.935 1.072 1.072 
0.751 0.880 0.880 
0.583 1.476 1.476 
0.935 1.427 1.427 
0.284 1.350 1.350 
0.802 1.581 1.581 
0.800 1.646 1.646 
0.651 1.081 1.081 
0.350 0.850 0.850 
0.685 0.717 0.717 
0.450 1.350 1.350 
0.317 0.757 0.757 
0.366 0.998 0.998 
0.918 1.974 1.974 
0.266 1.635 1.635 
0.401 1.499 1.499 
0.251 1.681 1.681 
0.551 1.318 1.318 
0.216 0.741 0.741 
0.918 1.704 1.704 
0.367 2.170 2.170 
0.283 1.133 1.133 
0.451 1.392 1.392 
0.567 2.139 2.139 
0.283 1.431 1.431 
1.002 0.720 0.720 
0.468 2.233 2.233 
0.433 1.432 1.432 
0.251 1.106 1.106 
0.450 0.687 0.687 
0.233 0.793 0.793 
0.602 1.155 1.155 
0.818 1.270 1.270 
0.701 0.851 0.851 
0.283 2.541 2.541 
0.266 1.783 1.783 
0.818 0.932 0.932 
0.934 0.804 0.804 
0.633 1.609 1.609 
0.285 0.765 0.765 
0.868 1.077 1.077 
0.466 1.359 1.359 
0.434 1.843 1.843 
0.801 1.501 1.501 
0.217 1.379 1.379 
0.250 1.466 1.466 
0.735 0.771 0.771 
0.684 1.091 1.091 
0.617 1.976 1.976 
0.784 0.841 0.841 
0.768 1.489 1.489 
0.834 0.922 0.922 
0.435 1.367 1.367 
0.751 1.321 1.321 
0.651 2.839 2.839 
0.517 1.586 1.586 
0.251 1.867 1.867 
0.834 0.949 0.949 
0.467 1.151 1.151 
0.685 1.208 1.208 
0.801 0.755 0.755 
0.283 0.876 0.876 
0.300 0.835 0.835 
0.650 1.532 1.532 
0.584 1.011 1.011 
0.918 1.473 1.473 
0.851 1.547 1.547 
0.785 0.765 0.765 
0.250 1.115 1.115 
0.267 1.303 1.303 
0.267 1.245 1.245 
0.835 1.608 1.608 
0.951 1.216 1.216 
0.750 1.924 1.924 
0.317 2.270 2.270 
0.785 1.118 1.118 
0.284 1.932 1.932 
0.301 1.656 1.656 
0.718 1.229 1.229 
0.468 1.363 1.363 
0.734 1.215 1.215 
0.801 1.306 1.306 
0.667 1.268 1.268 
0.800 1.223 1.223 
0.384 1.291 1.291 
0.784 0.740 0.740 
0.984 1.034 1.034 
0.901 1.293 1.293 
0.268 1.200 1.200 
0.501 0.816 0.816 
0.500 0.972 0.972 
0.752 1.432 1.432 
0.685 1.090 1.090 
0.835 1.196 1.196 
0.500 1.260 1.260 
0.367 1.355 1.355 
0.268 1.391 1.391 
0.818 1.559 1.559 
0.367 1.078 1.078 
0.518 1.790 1.790 
0.651 1.201 1.201 
0.384 1.132 1.132 
0.718 1.264 1.264 
