<><><><><><><><> 
Begin: 03-Mar-2014 11:48:02 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s24 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.319 1.319 
0.349 0.867 0.867 
0.484 0.805 0.805 
0.250 0.665 0.665 
0.618 0.883 0.883 
0.468 1.209 1.209 
0.350 0.865 0.865 
0.368 1.498 1.498 
0.934 0.959 0.959 
0.750 1.647 1.647 
0.584 1.115 1.115 
0.935 0.727 0.727 
0.284 0.721 0.721 
0.801 0.745 0.745 
0.801 1.342 1.342 
0.651 1.943 1.943 
0.350 1.305 1.305 
0.684 2.704 2.704 
0.450 1.336 1.336 
0.317 2.403 2.403 
0.368 1.465 1.465 
0.918 1.422 1.422 
0.266 1.809 1.809 
0.401 1.234 1.234 
0.250 1.576 1.576 
0.550 1.760 1.760 
0.217 1.933 1.933 
0.918 1.688 1.688 
0.367 0.887 0.887 
0.283 0.887 0.887 
0.451 2.264 2.264 
0.568 1.597 1.597 
0.284 2.484 2.484 
1.001 1.751 1.751 
0.467 2.305 2.305 
0.434 1.967 1.967 
0.250 1.508 1.508 
0.451 1.581 1.581 
0.233 2.381 2.381 
0.600 2.083 2.083 
0.818 1.494 1.494 
0.700 1.225 1.225 
0.283 1.066 1.066 
0.267 1.980 1.980 
0.818 1.065 1.065 
0.934 0.611 0.611 
0.635 1.111 1.111 
0.284 1.401 1.401 
0.868 0.993 0.993 
0.466 0.791 0.791 
0.434 1.935 1.935 
0.802 1.714 1.714 
0.217 1.521 1.521 
0.250 1.871 1.871 
0.733 1.220 1.220 
0.685 2.898 2.898 
0.618 1.129 1.129 
0.785 1.408 1.408 
0.767 1.976 1.976 
0.834 1.726 1.726 
0.434 1.714 1.714 
0.750 1.183 1.183 
0.651 0.746 0.746 
0.518 0.995 0.995 
0.250 1.813 1.813 
0.834 1.088 1.088 
0.466 2.072 2.072 
0.683 1.523 1.523 
0.801 1.404 1.404 
0.284 2.205 2.205 
0.301 1.832 1.832 
0.651 1.353 1.353 
0.585 1.422 1.422 
0.918 1.087 1.087 
0.850 2.062 2.062 
0.800 1.731 1.731 
0.250 1.454 1.454 
0.266 1.368 1.368 
0.267 1.705 1.705 
0.850 1.475 1.475 
0.951 2.038 2.038 
0.751 1.598 1.598 
0.316 1.400 1.400 
0.785 1.217 1.217 
0.300 1.270 1.270 
0.300 1.375 1.375 
0.717 1.291 1.291 
0.467 1.428 1.428 
0.717 1.651 1.651 
0.801 1.455 1.455 
0.668 1.089 1.089 
0.801 1.531 1.531 
0.384 1.533 1.533 
0.784 1.250 1.250 
0.984 1.221 1.221 
0.901 1.441 1.441 
0.266 1.732 1.732 
0.501 2.135 2.135 
0.501 1.241 1.241 
0.750 1.459 1.459 
0.684 1.405 1.405 
0.834 0.825 0.825 
0.501 1.473 1.473 
0.367 1.870 1.870 
0.267 2.206 2.206 
0.818 1.329 1.329 
0.367 1.981 1.981 
0.517 1.553 1.553 
0.650 2.422 2.422 
0.384 1.040 1.040 
0.717 1.483 1.483 
