<><><><><><><><> 
Begin: 26-Feb-2014 13:37:54 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s21 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.499 1.499 
0.348 0.760 0.760 
0.484 2.317 2.317 
0.250 0.672 0.672 
0.617 0.681 0.681 
0.468 1.313 1.313 
0.350 0.972 0.972 
0.367 0.529 0.529 
0.934 1.960 1.960 
0.751 0.692 0.692 
0.584 0.799 0.799 
0.935 0.553 0.553 
0.284 0.549 0.549 
0.801 0.724 0.724 
0.800 0.694 0.694 
0.652 0.700 0.700 
0.350 0.778 0.778 
0.684 0.659 0.659 
0.450 0.687 0.687 
0.316 0.536 0.536 
0.367 0.686 0.686 
0.917 0.675 0.675 
0.266 0.743 0.743 
0.401 1.250 1.250 
0.251 0.696 0.696 
0.549 0.749 0.749 
0.217 0.672 0.672 
0.918 0.739 0.739 
0.367 1.468 1.468 
0.284 1.369 1.369 
0.451 0.798 0.798 
0.567 0.572 0.572 
0.284 1.075 1.075 
1.002 0.629 0.629 
0.466 0.726 0.726 
0.433 0.579 0.579 
0.250 0.868 0.868 
0.434 1.755 1.755 
0.233 0.638 0.638 
0.616 3.543 3.543 
0.817 0.575 0.575 
0.716 1.436 1.436 
0.283 0.806 0.806 
0.267 0.660 0.660 
0.817 0.563 0.563 
0.934 0.697 0.697 
0.633 0.625 0.625 
0.283 0.504 0.504 
0.867 0.669 0.669 
0.466 0.711 0.711 
0.434 0.733 0.733 
0.801 3.833 3.833 
0.216 1.807 1.807 
0.250 0.601 0.601 
0.735 1.417 1.417 
0.685 0.506 0.506 
0.616 0.597 0.597 
0.784 1.121 1.121 
0.768 3.792 3.792 
0.833 1.196 1.196 
0.433 0.901 0.901 
0.752 0.656 0.656 
0.651 0.985 0.985 
0.518 0.771 0.771 
0.250 0.837 0.837 
0.834 0.830 0.830 
0.468 0.491 0.491 
0.684 0.741 0.741 
0.801 0.636 0.636 
0.284 1.060 1.060 
0.300 0.707 0.707 
0.651 0.539 0.539 
0.584 0.832 0.832 
0.917 1.130 1.130 
0.851 1.259 1.259 
0.783 3.068 3.068 
0.250 0.626 0.626 
0.266 0.613 0.613 
0.267 0.904 0.904 
0.834 3.973 3.973 
0.951 0.503 0.503 
0.751 0.898 0.898 
0.317 0.716 0.716 
0.785 0.483 0.483 
0.284 0.711 0.711 
0.300 0.790 0.790 
0.717 0.743 0.743 
0.468 0.517 0.517 
0.734 0.778 0.778 
0.800 1.095 1.095 
0.667 0.573 0.573 
0.800 0.794 0.794 
0.383 1.048 1.048 
0.784 0.604 0.604 
0.984 0.622 0.622 
0.901 0.893 0.893 
0.267 0.683 0.683 
0.501 1.851 1.851 
0.501 0.712 0.712 
0.751 0.615 0.615 
0.684 3.345 3.345 
0.835 0.621 0.621 
0.500 2.412 2.412 
0.368 2.794 2.794 
0.267 0.869 0.869 
0.818 1.913 1.913 
0.366 0.730 0.730 
0.517 0.614 0.614 
0.650 0.618 0.618 
0.384 0.687 0.687 
0.718 0.694 0.694 
