<><><><><><><><> 
Begin: 11-Mar-2014 15:00:41 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4331
For more info visit:
https 
Subjid: s36 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. display side (left 1/right 0) 2. # indvd  3. # gend  
4. response (masc - 1 :: fem - 7) 5. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.143 1.143 
0.351 0.908 0.908 
0.484 1.158 1.158 
0.250 0.999 0.999 
0.617 0.610 0.610 
0.467 0.542 0.542 
0.350 0.711 0.711 
0.367 0.585 0.585 
0.934 0.737 0.737 
0.751 0.850 0.850 
0.584 0.809 0.809 
0.935 0.783 0.783 
0.284 0.836 0.836 
0.800 0.850 0.850 
0.785 1.145 1.145 
0.651 0.719 0.719 
0.352 1.086 1.086 
0.684 1.352 1.352 
0.450 0.684 0.684 
0.316 1.583 1.583 
0.367 1.971 1.971 
0.918 0.875 0.875 
0.266 0.666 0.666 
0.400 1.130 1.130 
0.250 0.927 0.927 
0.551 0.872 0.872 
0.216 1.353 1.353 
0.918 0.572 0.572 
0.367 1.414 1.414 
0.283 2.721 2.721 
0.450 0.828 0.828 
0.567 1.093 1.093 
0.283 0.776 0.776 
1.001 1.082 1.082 
0.467 0.791 0.791 
0.434 0.671 0.671 
0.251 0.752 0.752 
0.434 1.043 1.043 
0.234 1.462 1.462 
0.600 1.052 1.052 
0.818 0.765 0.765 
0.701 0.625 0.625 
0.268 0.782 0.782 
0.268 0.712 0.712 
0.834 0.817 0.817 
0.934 1.189 1.189 
0.634 0.634 0.634 
0.284 0.800 0.800 
0.867 0.613 0.613 
0.466 1.539 1.539 
0.434 1.351 1.351 
0.802 0.672 0.672 
0.216 0.847 0.847 
0.250 0.580 0.580 
0.734 1.177 1.177 
0.684 0.839 0.839 
0.617 1.998 1.998 
0.785 2.100 2.100 
0.768 1.473 1.473 
0.834 0.740 0.740 
0.433 0.767 0.767 
0.752 0.679 0.679 
0.651 0.967 0.967 
0.517 0.983 0.983 
0.251 0.787 0.787 
0.834 1.103 1.103 
0.466 0.601 0.601 
0.685 0.794 0.794 
0.801 1.587 1.587 
0.284 1.969 1.969 
0.301 0.650 0.650 
0.651 1.432 1.432 
0.583 0.551 0.551 
0.918 0.698 0.698 
0.833 0.625 0.625 
0.784 0.536 0.536 
0.250 0.838 0.838 
0.267 1.232 1.232 
0.268 0.771 0.771 
0.834 0.578 0.578 
0.951 0.655 0.655 
0.751 0.665 0.665 
0.317 0.543 0.543 
0.785 0.334 0.334 
0.284 1.057 1.057 
0.300 1.290 1.290 
0.717 0.871 0.871 
0.467 1.251 1.251 
0.734 1.772 1.772 
0.801 0.844 0.844 
0.667 1.606 1.606 
0.800 1.651 1.651 
0.384 0.549 0.549 
0.784 0.990 0.990 
0.984 1.322 1.322 
0.901 0.706 0.706 
0.268 0.693 0.693 
0.501 1.108 1.108 
0.501 0.780 0.780 
0.751 0.625 0.625 
0.684 1.041 1.041 
0.835 0.658 0.658 
0.500 0.622 0.622 
0.368 0.814 0.814 
0.267 0.792 0.792 
0.817 0.727 0.727 
0.367 0.924 0.924 
0.517 0.613 0.613 
0.650 0.867 0.867 
0.384 0.588 0.588 
0.718 0.983 0.983 
